model,drug_row,side_effect_col,label,matched_positive_col,prevalence_bin,score,topk
CAFNet,0,181,0,655,3,1.600441813468933,0
CAFNet,0,904,0,655,3,0.22025327384471893,0
CAFNet,0,656,0,655,3,0.7806867361068726,0
CAFNet,0,28,0,655,3,0.4332998991012573,0
CAFNet,0,688,1,688,3,2.1124672889709473,0
CAFNet,0,443,0,688,3,1.129667043685913,0
CAFNet,0,930,0,688,3,1.9612360000610352,0
CAFNet,0,904,0,688,3,0.22025327384471893,0
CAFNet,0,838,0,688,3,0.7910652160644531,0
CAFNet,0,656,0,688,3,0.7806867361068726,0
CAFNet,0,758,1,758,4,0.9265629053115845,0
CAFNet,0,74,0,758,4,1.2476208209991455,0
CAFNet,0,683,0,758,4,1.9976274967193604,0
CAFNet,0,269,0,758,4,3.25844669342041,1
CAFNet,0,252,0,758,4,3.359279155731201,1
CAFNet,0,35,0,758,4,-0.1575976312160492,0
CAFNet,0,778,1,778,4,0.9873471260070801,0
CAFNet,0,35,0,778,4,-0.1575976312160492,0
CAFNet,0,861,0,778,4,3.487797498703003,1
CAFNet,0,607,0,778,4,0.9364345073699951,0
CAFNet,0,236,0,778,4,0.9862192869186401,0
CAFNet,0,215,0,778,4,1.3610103130340576,0
CAFNet,0,793,1,793,0,1.2808042764663696,0
CAFNet,0,477,0,793,0,-0.2657953202724457,0
CAFNet,0,522,0,793,0,0.8798383474349976,0
CAFNet,0,266,0,793,0,1.560057282447815,0
CAFNet,0,228,0,793,0,1.7818470001220703,0
CAFNet,0,523,0,793,0,0.435873806476593,0
CAFNet,0,832,1,832,3,1.8258655071258545,0
CAFNet,0,838,0,832,3,0.7910652160644531,0
CAFNet,0,937,0,832,3,0.8428328633308411,0
CAFNet,0,930,0,832,3,1.9612360000610352,0
CAFNet,0,234,0,832,3,1.3554569482803345,0
CAFNet,0,539,0,832,3,-0.05926453322172165,0
CAFNet,0,883,1,883,3,1.827061414718628,0
CAFNet,0,656,0,883,3,0.7806867361068726,0
CAFNet,0,342,0,883,3,0.5082969665527344,0
CAFNet,0,181,0,883,3,1.600441813468933,0
CAFNet,0,488,0,883,3,0.32357266545295715,0
CAFNet,0,265,0,883,3,0.4987691044807434,0
CAFNet,0,944,1,944,1,0.4026901125907898,0
CAFNet,0,300,0,944,1,0.926748514175415,0
CAFNet,0,279,0,944,1,0.34926900267601013,0
CAFNet,0,519,0,944,1,0.9040360450744629,0
CAFNet,0,33,0,944,1,1.6260735988616943,0
CAFNet,0,22,0,944,1,0.019001901149749756,0
CAFNet,0,950,1,950,3,1.6054588556289673,0
CAFNet,0,885,0,950,3,1.670821189880371,0
CAFNet,0,620,0,950,3,0.8309781551361084,0
CAFNet,0,564,0,950,3,2.4500198364257812,0
CAFNet,0,720,0,950,3,0.7886662483215332,0
CAFNet,0,28,0,950,3,0.4332998991012573,0
CAFNet,0,970,1,970,3,2.8671839237213135,0
CAFNet,0,181,0,970,3,1.600441813468933,0
CAFNet,0,432,0,970,3,0.7797340750694275,0
CAFNet,0,885,0,970,3,1.670821189880371,0
CAFNet,0,904,0,970,3,0.22025327384471893,0
CAFNet,0,234,0,970,3,1.3554569482803345,0
CAFNet,0,978,1,978,4,3.1123440265655518,1
CAFNet,0,225,0,978,4,1.7232732772827148,0
CAFNet,0,696,0,978,4,3.283623218536377,1
CAFNet,0,273,0,978,4,-0.005470767617225647,0
CAFNet,0,258,0,978,4,3.3004937171936035,1
CAFNet,0,445,0,978,4,1.3907830715179443,0
CAFNet,1,28,1,28,3,0.7988024353981018,0
CAFNet,1,883,0,28,3,1.0464837551116943,0
CAFNet,1,620,0,28,3,1.3379402160644531,0
CAFNet,1,342,0,28,3,1.706451177597046,0
CAFNet,1,808,0,28,3,0.6366942524909973,0
CAFNet,1,688,0,28,3,2.755631923675537,0
CAFNet,1,35,1,35,4,1.121233344078064,0
CAFNet,1,74,0,35,4,4.281533718109131,1
CAFNet,1,236,0,35,4,2.2763211727142334,0
CAFNet,1,92,0,35,4,3.774534225463867,1
CAFNet,1,225,0,35,4,1.8979946374893188,0
CAFNet,1,215,0,35,4,3.1606523990631104,0
CAFNet,1,53,1,53,3,3.5143954753875732,0
CAFNet,1,937,0,53,3,1.289481520652771,0
CAFNet,1,883,0,53,3,1.0464837551116943,0
CAFNet,1,342,0,53,3,1.706451177597046,0
CAFNet,1,808,0,53,3,0.6366942524909973,0
CAFNet,1,946,0,53,3,3.0750436782836914,0
CAFNet,1,80,1,80,4,4.0909013748168945,1
CAFNet,1,215,0,80,4,3.1606523990631104,0
CAFNet,1,180,0,80,4,1.9085100889205933,0
CAFNet,1,236,0,80,4,2.2763211727142334,0
CAFNet,1,74,0,80,4,4.281533718109131,1
CAFNet,1,2,0,80,4,2.7749130725860596,0
CAFNet,1,132,1,132,2,1.338517427444458,0
CAFNet,1,227,0,132,2,2.85964035987854,0
CAFNet,1,984,0,132,2,0.7691963911056519,0
CAFNet,1,204,0,132,2,0.6159546375274658,0
CAFNet,1,303,0,132,2,0.9182881712913513,0
CAFNet,1,114,0,132,2,0.22718867659568787,0
CAFNet,1,181,1,181,3,3.1817967891693115,0
CAFNet,1,937,0,181,3,1.289481520652771,0
CAFNet,1,832,0,181,3,0.9531317353248596,0
CAFNet,1,688,0,181,3,2.755631923675537,0
CAFNet,1,342,0,181,3,1.706451177597046,0
CAFNet,1,883,0,181,3,1.0464837551116943,0
CAFNet,1,207,1,207,4,3.7385952472686768,1
CAFNet,1,74,0,207,4,4.281533718109131,1
CAFNet,1,215,0,207,4,3.1606523990631104,0
CAFNet,1,236,0,207,4,2.2763211727142334,0
CAFNet,1,92,0,207,4,3.774534225463867,1
CAFNet,1,225,0,207,4,1.8979946374893188,0
CAFNet,1,228,1,228,0,2.5290961265563965,0
CAFNet,1,381,0,228,0,1.0594152212142944,0
CAFNet,1,986,0,228,0,0.5412012934684753,0
CAFNet,1,32,0,228,0,1.2346042394638062,0
CAFNet,1,522,0,228,0,2.4688804149627686,0
CAFNet,1,333,0,228,0,1.3013337850570679,0
CAFNet,1,234,1,234,3,3.5725693702697754,0
CAFNet,1,904,0,234,3,1.7292747497558594,0
CAFNet,1,937,0,234,3,1.289481520652771,0
CAFNet,1,620,0,234,3,1.3379402160644531,0
CAFNet,1,883,0,234,3,1.0464837551116943,0
CAFNet,1,946,0,234,3,3.0750436782836914,0
CAFNet,1,243,1,243,4,3.759781837463379,1
CAFNet,1,225,0,243,4,1.8979946374893188,0
CAFNet,1,215,0,243,4,3.1606523990631104,0
CAFNet,1,92,0,243,4,3.774534225463867,1
CAFNet,1,2,0,243,4,2.7749130725860596,0
CAFNet,1,180,0,243,4,1.9085100889205933,0
CAFNet,1,247,1,247,0,3.676126480102539,0
CAFNet,1,986,0,247,0,0.5412012934684753,0
CAFNet,1,455,0,247,0,1.61235773563385,0
CAFNet,1,405,0,247,0,1.1142292022705078,0
CAFNet,1,691,0,247,0,1.023010015487671,0
CAFNet,1,477,0,247,0,3.413142442703247,0
CAFNet,1,252,1,252,4,3.35850191116333,0
CAFNet,1,2,0,252,4,2.7749130725860596,0
CAFNet,1,180,0,252,4,1.9085100889205933,0
CAFNet,1,225,0,252,4,1.8979946374893188,0
CAFNet,1,92,0,252,4,3.774534225463867,1
CAFNet,1,215,0,252,4,3.1606523990631104,0
CAFNet,1,258,1,258,4,3.399933099746704,0
CAFNet,1,2,0,258,4,2.7749130725860596,0
CAFNet,1,215,0,258,4,3.1606523990631104,0
CAFNet,1,180,0,258,4,1.9085100889205933,0
CAFNet,1,225,0,258,4,1.8979946374893188,0
CAFNet,1,236,0,258,4,2.2763211727142334,0
CAFNet,1,265,1,265,3,0.8515154719352722,0
CAFNet,1,342,0,265,3,1.706451177597046,0
CAFNet,1,832,0,265,3,0.9531317353248596,0
CAFNet,1,656,0,265,3,1.7001540660858154,0
CAFNet,1,620,0,265,3,1.3379402160644531,0
CAFNet,1,539,0,265,3,1.2854785919189453,0
CAFNet,1,269,1,269,4,3.751415252685547,1
CAFNet,1,215,0,269,4,3.1606523990631104,0
CAFNet,1,74,0,269,4,4.281533718109131,1
CAFNet,1,92,0,269,4,3.774534225463867,1
CAFNet,1,225,0,269,4,1.8979946374893188,0
CAFNet,1,2,0,269,4,2.7749130725860596,0
CAFNet,1,273,1,273,4,1.9787229299545288,0
CAFNet,1,215,0,273,4,3.1606523990631104,0
CAFNet,1,236,0,273,4,2.2763211727142334,0
CAFNet,1,74,0,273,4,4.281533718109131,1
CAFNet,1,225,0,273,4,1.8979946374893188,0
CAFNet,1,180,0,273,4,1.9085100889205933,0
CAFNet,1,306,1,306,2,0.9796539545059204,0
CAFNet,1,227,0,306,2,2.85964035987854,0
CAFNet,1,275,0,306,2,1.8540714979171753,0
CAFNet,1,431,0,306,2,1.3506114482879639,0
CAFNet,1,361,0,306,2,2.6692304611206055,0
CAFNet,1,21,0,306,2,2.9515581130981445,0
CAFNet,1,332,1,332,4,4.067983627319336,1
CAFNet,1,225,0,332,4,1.8979946374893188,0
CAFNet,1,236,0,332,4,2.2763211727142334,0
CAFNet,1,215,0,332,4,3.1606523990631104,0
CAFNet,1,180,0,332,4,1.9085100889205933,0
CAFNet,1,92,0,332,4,3.774534225463867,1
CAFNet,1,345,1,345,2,2.2586209774017334,0
CAFNet,1,386,0,345,2,1.6623132228851318,0
CAFNet,1,79,0,345,2,1.629259705543518,0
CAFNet,1,361,0,345,2,2.6692304611206055,0
CAFNet,1,303,0,345,2,0.9182881712913513,0
CAFNet,1,114,0,345,2,0.22718867659568787,0
CAFNet,1,399,1,399,2,3.4404072761535645,0
CAFNet,1,392,0,399,2,0.8221455812454224,0
CAFNet,1,275,0,399,2,1.8540714979171753,0
CAFNet,1,1,0,399,2,2.9535458087921143,0
CAFNet,1,303,0,399,2,0.9182881712913513,0
CAFNet,1,21,0,399,2,2.9515581130981445,0
CAFNet,1,401,1,401,4,3.4882023334503174,0
CAFNet,1,2,0,401,4,2.7749130725860596,0
CAFNet,1,215,0,401,4,3.1606523990631104,0
CAFNet,1,236,0,401,4,2.2763211727142334,0
CAFNet,1,180,0,401,4,1.9085100889205933,0
CAFNet,1,74,0,401,4,4.281533718109131,1
CAFNet,1,432,1,432,3,2.027960777282715,0
CAFNet,1,946,0,432,3,3.0750436782836914,0
CAFNet,1,688,0,432,3,2.755631923675537,0
CAFNet,1,904,0,432,3,1.7292747497558594,0
CAFNet,1,620,0,432,3,1.3379402160644531,0
CAFNet,1,937,0,432,3,1.289481520652771,0
CAFNet,1,443,1,443,3,1.9729208946228027,0
CAFNet,1,838,0,443,3,0.5081453919410706,0
CAFNet,1,832,0,443,3,0.9531317353248596,0
CAFNet,1,488,0,443,3,2.962995767593384,0
CAFNet,1,808,0,443,3,0.6366942524909973,0
CAFNet,1,937,0,443,3,1.289481520652771,0
CAFNet,1,445,1,445,4,1.5568323135375977,0
CAFNet,1,236,0,445,4,2.2763211727142334,0
CAFNet,1,92,0,445,4,3.774534225463867,1
CAFNet,1,215,0,445,4,3.1606523990631104,0
CAFNet,1,180,0,445,4,1.9085100889205933,0
CAFNet,1,74,0,445,4,4.281533718109131,1
CAFNet,1,452,1,452,2,3.377271890640259,0
CAFNet,1,733,0,452,2,1.9188851118087769,0
CAFNet,1,431,0,452,2,1.3506114482879639,0
CAFNet,1,275,0,452,2,1.8540714979171753,0
CAFNet,1,227,0,452,2,2.85964035987854,0
CAFNet,1,1,0,452,2,2.9535458087921143,0
CAFNet,1,468,1,468,4,0.9339569807052612,0
CAFNet,1,215,0,468,4,3.1606523990631104,0
CAFNet,1,236,0,468,4,2.2763211727142334,0
CAFNet,1,225,0,468,4,1.8979946374893188,0
CAFNet,1,92,0,468,4,3.774534225463867,1
CAFNet,1,74,0,468,4,4.281533718109131,1
CAFNet,1,505,1,505,4,3.504746913909912,0
CAFNet,1,180,0,505,4,1.9085100889205933,0
CAFNet,1,92,0,505,4,3.774534225463867,1
CAFNet,1,215,0,505,4,3.1606523990631104,0
CAFNet,1,236,0,505,4,2.2763211727142334,0
CAFNet,1,225,0,505,4,1.8979946374893188,0
CAFNet,1,536,1,536,1,2.8216328620910645,0
CAFNet,1,33,0,536,1,1.0307542085647583,0
CAFNet,1,270,0,536,1,2.0204596519470215,0
CAFNet,1,147,0,536,1,0.3955762982368469,0
CAFNet,1,83,0,536,1,4.470966815948486,1
CAFNet,1,71,0,536,1,0.7626852989196777,0
CAFNet,1,564,1,564,3,1.907771348953247,0
CAFNet,1,838,0,564,3,0.5081453919410706,0
CAFNet,1,808,0,564,3,0.6366942524909973,0
CAFNet,1,904,0,564,3,1.7292747497558594,0
CAFNet,1,883,0,564,3,1.0464837551116943,0
CAFNet,1,832,0,564,3,0.9531317353248596,0
CAFNet,1,607,1,607,4,3.9992499351501465,1
CAFNet,1,92,0,607,4,3.774534225463867,1
CAFNet,1,74,0,607,4,4.281533718109131,1
CAFNet,1,215,0,607,4,3.1606523990631104,0
CAFNet,1,225,0,607,4,1.8979946374893188,0
CAFNet,1,2,0,607,4,2.7749130725860596,0
CAFNet,1,621,1,621,4,3.7449512481689453,1
CAFNet,1,180,0,621,4,1.9085100889205933,0
CAFNet,1,236,0,621,4,2.2763211727142334,0
CAFNet,1,2,0,621,4,2.7749130725860596,0
CAFNet,1,92,0,621,4,3.774534225463867,1
CAFNet,1,215,0,621,4,3.1606523990631104,0
CAFNet,1,631,1,631,2,3.0099995136260986,0
CAFNet,1,79,0,631,2,1.629259705543518,0
CAFNet,1,114,0,631,2,0.22718867659568787,0
CAFNet,1,386,0,631,2,1.6623132228851318,0
CAFNet,1,146,0,631,2,1.1933578252792358,0
CAFNet,1,227,0,631,2,2.85964035987854,0
CAFNet,1,638,1,638,2,1.3351460695266724,0
CAFNet,1,204,0,638,2,0.6159546375274658,0
CAFNet,1,392,0,638,2,0.8221455812454224,0
CAFNet,1,25,0,638,2,1.7521958351135254,0
CAFNet,1,303,0,638,2,0.9182881712913513,0
CAFNet,1,733,0,638,2,1.9188851118087769,0
CAFNet,1,655,1,655,3,1.5363049507141113,0
CAFNet,1,620,0,655,3,1.3379402160644531,0
CAFNet,1,342,0,655,3,1.706451177597046,0
CAFNet,1,883,0,655,3,1.0464837551116943,0
CAFNet,1,688,0,655,3,2.755631923675537,0
CAFNet,1,488,0,655,3,2.962995767593384,0
CAFNet,1,660,1,660,0,2.159419059753418,0
CAFNet,1,266,0,660,0,3.7611992359161377,1
CAFNet,1,924,0,660,0,1.345023274421692,0
CAFNet,1,522,0,660,0,2.4688804149627686,0
CAFNet,1,477,0,660,0,3.413142442703247,0
CAFNet,1,754,0,660,0,0.8840099573135376,0
CAFNet,1,683,1,683,4,1.1516720056533813,0
CAFNet,1,180,0,683,4,1.9085100889205933,0
CAFNet,1,236,0,683,4,2.2763211727142334,0
CAFNet,1,225,0,683,4,1.8979946374893188,0
CAFNet,1,74,0,683,4,4.281533718109131,1
CAFNet,1,92,0,683,4,3.774534225463867,1
CAFNet,1,696,1,696,4,4.016487121582031,1
CAFNet,1,215,0,696,4,3.1606523990631104,0
CAFNet,1,236,0,696,4,2.2763211727142334,0
CAFNet,1,180,0,696,4,1.9085100889205933,0
CAFNet,1,2,0,696,4,2.7749130725860596,0
CAFNet,1,225,0,696,4,1.8979946374893188,0
CAFNet,1,720,1,720,3,0.5286154747009277,0
CAFNet,1,539,0,720,3,1.2854785919189453,0
CAFNet,1,946,0,720,3,3.0750436782836914,0
CAFNet,1,656,0,720,3,1.7001540660858154,0
CAFNet,1,808,0,720,3,0.6366942524909973,0
CAFNet,1,832,0,720,3,0.9531317353248596,0
CAFNet,1,758,1,758,4,1.818274736404419,0
CAFNet,1,74,0,758,4,4.281533718109131,1
CAFNet,1,215,0,758,4,3.1606523990631104,0
CAFNet,1,2,0,758,4,2.7749130725860596,0
CAFNet,1,225,0,758,4,1.8979946374893188,0
CAFNet,1,180,0,758,4,1.9085100889205933,0
CAFNet,1,778,1,778,4,2.2809672355651855,0
CAFNet,1,180,0,778,4,1.9085100889205933,0
CAFNet,1,2,0,778,4,2.7749130725860596,0
CAFNet,1,92,0,778,4,3.774534225463867,1
CAFNet,1,215,0,778,4,3.1606523990631104,0
CAFNet,1,225,0,778,4,1.8979946374893188,0
CAFNet,1,793,1,793,0,1.999364972114563,0
CAFNet,1,477,0,793,0,3.413142442703247,0
CAFNet,1,867,0,793,0,1.4864630699157715,0
CAFNet,1,266,0,793,0,3.7611992359161377,1
CAFNet,1,40,0,793,0,1.6212695837020874,0
CAFNet,1,333,0,793,0,1.3013337850570679,0
CAFNet,1,861,1,861,4,4.050518035888672,1
CAFNet,1,215,0,861,4,3.1606523990631104,0
CAFNet,1,92,0,861,4,3.774534225463867,1
CAFNet,1,2,0,861,4,2.7749130725860596,0
CAFNet,1,74,0,861,4,4.281533718109131,1
CAFNet,1,225,0,861,4,1.8979946374893188,0
CAFNet,1,869,1,869,2,0.7521913051605225,0
CAFNet,1,275,0,869,2,1.8540714979171753,0
CAFNet,1,303,0,869,2,0.9182881712913513,0
CAFNet,1,1,0,869,2,2.9535458087921143,0
CAFNet,1,984,0,869,2,0.7691963911056519,0
CAFNet,1,204,0,869,2,0.6159546375274658,0
CAFNet,1,881,1,881,0,0.9496648907661438,0
CAFNet,1,333,0,881,0,1.3013337850570679,0
CAFNet,1,385,0,881,0,0.5975242257118225,0
CAFNet,1,32,0,881,0,1.2346042394638062,0
CAFNet,1,562,0,881,0,0.7695901393890381,0
CAFNet,1,806,0,881,0,2.5282387733459473,0
CAFNet,1,885,1,885,3,1.5443779230117798,0
CAFNet,1,656,0,885,3,1.7001540660858154,0
CAFNet,1,937,0,885,3,1.289481520652771,0
CAFNet,1,620,0,885,3,1.3379402160644531,0
CAFNet,1,539,0,885,3,1.2854785919189453,0
CAFNet,1,946,0,885,3,3.0750436782836914,0
CAFNet,1,901,1,901,1,2.3024044036865234,0
CAFNet,1,630,0,901,1,2.677870035171509,0
CAFNet,1,33,0,901,1,1.0307542085647583,0
CAFNet,1,147,0,901,1,0.3955762982368469,0
CAFNet,1,464,0,901,1,2.6434218883514404,0
CAFNet,1,44,0,901,1,1.619127631187439,0
CAFNet,1,912,1,912,2,2.4223992824554443,0
CAFNet,1,21,0,912,2,2.9515581130981445,0
CAFNet,1,25,0,912,2,1.7521958351135254,0
CAFNet,1,984,0,912,2,0.7691963911056519,0
CAFNet,1,431,0,912,2,1.3506114482879639,0
CAFNet,1,114,0,912,2,0.22718867659568787,0
CAFNet,1,930,1,930,3,4.041007995605469,1
CAFNet,1,488,0,930,3,2.962995767593384,0
CAFNet,1,904,0,930,3,1.7292747497558594,0
CAFNet,1,656,0,930,3,1.7001540660858154,0
CAFNet,1,946,0,930,3,3.0750436782836914,0
CAFNet,1,342,0,930,3,1.706451177597046,0
CAFNet,1,944,1,944,1,1.9261189699172974,0
CAFNet,1,774,0,944,1,0.5624440312385559,0
CAFNet,1,245,0,944,1,3.15290904045105,0
CAFNet,1,307,0,944,1,1.6860953569412231,0
CAFNet,1,689,0,944,1,1.7129392623901367,0
CAFNet,1,85,0,944,1,1.37863290309906,0
CAFNet,1,950,1,950,3,1.3360211849212646,0
CAFNet,1,946,0,950,3,3.0750436782836914,0
CAFNet,1,937,0,950,3,1.289481520652771,0
CAFNet,1,904,0,950,3,1.7292747497558594,0
CAFNet,1,832,0,950,3,0.9531317353248596,0
CAFNet,1,656,0,950,3,1.7001540660858154,0
CAFNet,1,970,1,970,3,2.9414620399475098,0
CAFNet,1,539,0,970,3,1.2854785919189453,0
CAFNet,1,937,0,970,3,1.289481520652771,0
CAFNet,1,883,0,970,3,1.0464837551116943,0
CAFNet,1,832,0,970,3,0.9531317353248596,0
CAFNet,1,688,0,970,3,2.755631923675537,0
CAFNet,1,975,1,975,2,1.4525829553604126,0
CAFNet,1,361,0,975,2,2.6692304611206055,0
CAFNet,1,733,0,975,2,1.9188851118087769,0
CAFNet,1,204,0,975,2,0.6159546375274658,0
CAFNet,1,984,0,975,2,0.7691963911056519,0
CAFNet,1,1,0,975,2,2.9535458087921143,0
CAFNet,1,978,1,978,4,3.753863573074341,1
CAFNet,1,180,0,978,4,1.9085100889205933,0
CAFNet,1,2,0,978,4,2.7749130725860596,0
CAFNet,1,74,0,978,4,4.281533718109131,1
CAFNet,1,215,0,978,4,3.1606523990631104,0
CAFNet,1,236,0,978,4,2.2763211727142334,0
CAFNet,2,2,1,2,4,1.8908791542053223,0
CAFNet,2,273,0,2,4,1.5927484035491943,0
CAFNet,2,258,0,2,4,3.8844962120056152,0
CAFNet,2,225,0,2,4,3.610311508178711,0
CAFNet,2,861,0,2,4,3.99699068069458,1
CAFNet,2,207,0,2,4,4.4768548011779785,1
CAFNet,2,74,1,74,4,2.9200727939605713,0
CAFNet,2,207,0,74,4,4.4768548011779785,1
CAFNet,2,978,0,74,4,4.429462432861328,1
CAFNet,2,273,0,74,4,1.5927484035491943,0
CAFNet,2,468,0,74,4,2.78678822517395,0
CAFNet,2,215,0,74,4,2.6063873767852783,0
CAFNet,2,92,1,92,4,3.4061286449432373,0
CAFNet,2,215,0,92,4,2.6063873767852783,0
CAFNet,2,236,0,92,4,1.928307294845581,0
CAFNet,2,861,0,92,4,3.99699068069458,1
CAFNet,2,258,0,92,4,3.8844962120056152,0
CAFNet,2,207,0,92,4,4.4768548011779785,1
CAFNet,2,234,1,234,3,3.112556219100952,0
CAFNet,2,488,0,234,3,2.0935487747192383,0
CAFNet,2,265,0,234,3,1.2565629482269287,0
CAFNet,2,832,0,234,3,3.01788592338562,0
CAFNet,2,620,0,234,3,1.6152887344360352,0
CAFNet,2,904,0,234,3,1.6839182376861572,0
CAFNet,2,243,1,243,4,4.47592830657959,1
CAFNet,2,225,0,243,4,3.610311508178711,0
CAFNet,2,236,0,243,4,1.928307294845581,0
CAFNet,2,80,0,243,4,4.3989667892456055,1
CAFNet,2,269,0,243,4,4.62348747253418,1
CAFNet,2,861,0,243,4,3.99699068069458,1
CAFNet,2,252,1,252,4,4.224898815155029,1
CAFNet,2,468,0,252,4,2.78678822517395,0
CAFNet,2,258,0,252,4,3.8844962120056152,0
CAFNet,2,273,0,252,4,1.5927484035491943,0
CAFNet,2,978,0,252,4,4.429462432861328,1
CAFNet,2,215,0,252,4,2.6063873767852783,0
CAFNet,2,332,1,332,4,4.427845001220703,1
CAFNet,2,207,0,332,4,4.4768548011779785,1
CAFNet,2,258,0,332,4,3.8844962120056152,0
CAFNet,2,180,0,332,4,1.9346275329589844,0
CAFNet,2,468,0,332,4,2.78678822517395,0
CAFNet,2,861,0,332,4,3.99699068069458,1
CAFNet,2,342,1,342,3,1.9861043691635132,0
CAFNet,2,539,0,342,3,1.4712233543395996,0
CAFNet,2,950,0,342,3,1.709315538406372,0
CAFNet,2,181,0,342,3,2.959597110748291,0
CAFNet,2,937,0,342,3,1.7278165817260742,0
CAFNet,2,720,0,342,3,1.5308798551559448,0
CAFNet,2,361,1,361,2,2.6622250080108643,0
CAFNet,2,21,0,361,2,3.8933355808258057,0
CAFNet,2,431,0,361,2,1.379543423652649,0
CAFNet,2,227,0,361,2,2.0688629150390625,0
CAFNet,2,303,0,361,2,1.8810722827911377,0
CAFNet,2,869,0,361,2,1.3032416105270386,0
CAFNet,2,401,1,401,4,4.457427978515625,1
CAFNet,2,273,0,401,4,1.5927484035491943,0
CAFNet,2,978,0,401,4,4.429462432861328,1
CAFNet,2,236,0,401,4,1.928307294845581,0
CAFNet,2,861,0,401,4,3.99699068069458,1
CAFNet,2,207,0,401,4,4.4768548011779785,1
CAFNet,2,443,1,443,3,1.7181988954544067,0
CAFNet,2,808,0,443,3,1.5731414556503296,0
CAFNet,2,883,0,443,3,3.329385280609131,0
CAFNet,2,930,0,443,3,4.220084190368652,1
CAFNet,2,53,0,443,3,4.471302032470703,1
CAFNet,2,28,0,443,3,1.410212755203247,0
CAFNet,2,445,1,445,4,2.6100003719329834,0
CAFNet,2,236,0,445,4,1.928307294845581,0
CAFNet,2,468,0,445,4,2.78678822517395,0
CAFNet,2,269,0,445,4,4.62348747253418,1
