"Path","Algorithm","Hash"
"analysis_outputs/scientific_gap_resolution_20260807/ct_ade_pt_external_validation/ct_ade_per_drug_metrics.csv","SHA256","8361D01B6376ECD810DC7CB36178A10D6C1C572B8DE84783E8755C9B2DEB4A55"
"analysis_outputs/scientific_gap_resolution_20260807/ct_ade_pt_external_validation/ct_ade_prevalence_matched_concordance.csv","SHA256","45E6650F5E9AD0865507E3383B6E8F94F8F146828702FB6589DE658BC1CDF984"
"analysis_outputs/scientific_gap_resolution_20260807/ct_ade_pt_external_validation/ct_ade_prevalence_matched_pairs.csv","SHA256","04C08EC634E88AF32E3D4A65ECE78A59477F82D7D7C04BA4F26A984361740AEE"
"analysis_outputs/scientific_gap_resolution_20260807/ct_ade_pt_external_validation/ct_ade_prevalence_matched_summary.csv","SHA256","A5130B4CAF6E97142A2A35D3C92C1B8670ACCB1471508B798522EA7817DBF481"
"analysis_outputs/scientific_gap_resolution_20260807/ct_ade_pt_external_validation/ct_ade_prevalence_stratified_summary.csv","SHA256","403E70AE9C1967D2D45457A2BFA77A29385B78DCB089F4E57A902FB974949890"
"analysis_outputs/scientific_gap_resolution_20260807/ct_ade_pt_external_validation/ct_ade_report.md","SHA256","776B0B05DC7A1BDEEC156E2ADF62AABBCB000288FB96B1382099A33541201461"
"analysis_outputs/scientific_gap_resolution_20260807/ct_ade_pt_external_validation/ct_ade_stratified_paired_tests.csv","SHA256","19018B675542C3453CD901EDC470770754AA1E3CD685BE90AE1442CF3E0E68BE"
"analysis_outputs/scientific_gap_resolution_20260807/ct_ade_pt_external_validation/ct_ade_summary.csv","SHA256","948ADA43D23ADDE610077F56E1692D6CAE2641EB484AB905103CA86956D6CE5B"
"analysis_outputs/scientific_gap_resolution_20260807/determinism_audit/determinism_summary.json","SHA256","52D7564BAA1A1CF4C562C93F3DFEAD89E9AEFCAC042334FD5F2F5EA180684AF9"
"analysis_outputs/scientific_gap_resolution_20260807/determinism_audit/file_hashes.csv","SHA256","31DA6398C740C7ABC8FE92ECBDC2C0B65315EE6991B5882E5BBE629C551CFE31"
"analysis_outputs/scientific_gap_resolution_20260807/determinism_audit/numeric_comparison.csv","SHA256","EF23B10B4D1818D2867B72DABDBF8A0A5951411B1646903C2A91BB9078D132A9"
"analysis_outputs/scientific_gap_resolution_20260807/determinism_strict_status.json","SHA256","CC777D6288B59C7A91263F68C29B947C4B66FA7AC658B2FB08771980A90D5670"
"analysis_outputs/scientific_gap_resolution_20260807/EXTERNAL_VALIDATION_STATUS.md","SHA256","88A5AB560DED241E2A5002E0BAD4C06E3D8012D9FDCA0F15D71057C756CBF425"
"analysis_outputs/scientific_gap_resolution_20260807/fda_aems_signal_validation/coverage_and_protocol.json","SHA256","BA5DFDD9AFF864B260D704B18C2A7CD93F83B7D9F8CCBB6DACAAA3539202C24D"
"analysis_outputs/scientific_gap_resolution_20260807/fda_aems_signal_validation/drug_bootstrap_ci.csv","SHA256","43CF7409848567010ECBDEF25553D688984C7188848278A4906FE73FD614813D"
"analysis_outputs/scientific_gap_resolution_20260807/fda_aems_signal_validation/fda_quarterly_entries_raw.csv","SHA256","74FF24500069855834214174E42B35AA42CCAE26D095314AE76C5B6E399C471E"
"analysis_outputs/scientific_gap_resolution_20260807/fda_aems_signal_validation/global_summary.csv","SHA256","8A095828AA5580E374CA30D8F540D6A9733037C939286B1EF09CCB401BA37187"
"analysis_outputs/scientific_gap_resolution_20260807/fda_aems_signal_validation/paired_tests.csv","SHA256","E3DDB44CCE6B0B0EE603B07E7FB308051AA3CD3037755A963A398DBCB6945890"
"analysis_outputs/scientific_gap_resolution_20260807/fda_aems_signal_validation/per_drug_summary.csv","SHA256","E474DD5E1BB05E839254247201F0D06FDE119D4BB5050871A94AB1A35F461497"
"analysis_outputs/scientific_gap_resolution_20260807/fda_aems_signal_validation/prevalence_matched_controls.csv","SHA256","5747A1C57DBBC2480E59C97529DE9FC332722277A7FF00C34FDBBA8C4A81C39B"
"analysis_outputs/scientific_gap_resolution_20260807/fda_aems_signal_validation/scored_positive_control_rows.csv","SHA256","F7B24D8DF2EEB634C64A8F30980AAC6A5E9BDBFB94776329E4C5C899BE10C608"
"analysis_outputs/scientific_gap_resolution_20260807/fda_aems_signal_validation/source_pages.csv","SHA256","1237020F1562CA5FE8342D6D6FF6440F88F58CBDB45FDB0BA9F34635EDE93FC9"
"analysis_outputs/scientific_gap_resolution_20260807/fda_aems_signal_validation/strict_mapping_audit_all.csv","SHA256","714797E282E64240BA1C6629AED48B07B72DCFD82A599FE67FAD48F1F060BE89"
"analysis_outputs/scientific_gap_resolution_20260807/fda_aems_signal_validation/strict_mapping_audit_with_sider_overlap.csv","SHA256","6A04DF486A2F5600F315BEA8BC987CEDE3403B76F8433C6D9D598EF09791EC80"
"analysis_outputs/scientific_gap_resolution_20260807/fda_aems_signal_validation/temporal_external_positive_pairs_non_sider.csv","SHA256","59B31220DF948EF0C6B8C46BF079AF96A871A5D689CF8F35C54708A22E0C41C6"
"analysis_outputs/scientific_gap_resolution_20260807/onsides_v311_high_confidence/coverage_and_protocol.json","SHA256","42270C58EF261CC8C3BD718CA63C85425A83E8797243F26900C11E2C75F08EF6"
"analysis_outputs/scientific_gap_resolution_20260807/onsides_v311_high_confidence/drug_bootstrap_ci.csv","SHA256","F0B8581219E27AA0DCB2FFC8AE0D95CC7DB6A6AB5DE26DDCB9F57039066C8A80"
"analysis_outputs/scientific_gap_resolution_20260807/onsides_v311_high_confidence/exact_mapping_audit_with_sider_overlap.csv","SHA256","86F18473B7E6B70D8B517276ACE4A61FBABD3CB277FA7F9E3481396FA9E450D1"
"analysis_outputs/scientific_gap_resolution_20260807/onsides_v311_high_confidence/global_summary.csv","SHA256","9650362A38AB534865EC28A302E2B3C2F32D72308782E770B97DB4B44B2ED0E0"
"analysis_outputs/scientific_gap_resolution_20260807/onsides_v311_high_confidence/high_confidence_positive_pairs_non_sider.csv","SHA256","D4EA97781DBD0D0E1F2FE128B0073D37AD0F7CBF3E48F6C24DE651310658D32B"
"analysis_outputs/scientific_gap_resolution_20260807/onsides_v311_high_confidence/paired_tests.csv","SHA256","8055C6A31AE49D287B8D0E6DED61316B34A40E2B64E62543E83573D6F614C361"
"analysis_outputs/scientific_gap_resolution_20260807/onsides_v311_high_confidence/per_drug_summary.csv","SHA256","0EA2FA8F2CDA21E437FA6F064A8A7D1BC5B9B1685D8C0A8871344CC7BA966AC1"
"analysis_outputs/scientific_gap_resolution_20260807/onsides_v311_high_confidence/prevalence_condition_summary.csv","SHA256","1BAF76C822BDFE1FC93143BE9503C17A1C29A05DDCA5C14660315FB3CCAA5BF4"
"analysis_outputs/scientific_gap_resolution_20260807/onsides_v311_high_confidence/prevalence_matched_controls.csv","SHA256","2C30B14F15C3D259091B443EC48AE431357088CA90E45D418589D03EEC5DA1EC"
"analysis_outputs/scientific_gap_resolution_20260807/onsides_v311_high_confidence/rerun.log","SHA256","DE5D3AEE713758D085D5DBE4EB33E72417B6E63DE2AD370024DD51C49BFA2F91"
"analysis_outputs/scientific_gap_resolution_20260807/onsides_v311_high_confidence/scored_positive_control_rows.csv","SHA256","3D1CB7F0E8FB17CBFA68F2E01D8C8FE8A9FE8D83F8D93AA5F22C0277625CE3C2"
"analysis_outputs/scientific_gap_resolution_20260807/ordinal_diagnostics/ordinal_cold_confusion_counts.csv","SHA256","8D4D724BD61DA03CE4E151BF2CDAB8C8630EC45945C3DE8195D97ABFBBC5DD59"
"analysis_outputs/scientific_gap_resolution_20260807/ordinal_diagnostics/ordinal_cold_confusion_row_normalized.csv","SHA256","E45D90862D964E007E1B7D0470EDE39835751CC9F0D4749C4FFA63F21A07E0BE"
"analysis_outputs/scientific_gap_resolution_20260807/ordinal_diagnostics/ordinal_cold_per_fold.csv","SHA256","7180B295D6D94A091F217AE9F26CEEBAD82E307E0CDFFE572EE03FE6A8CB1FBD"
"analysis_outputs/scientific_gap_resolution_20260807/ordinal_diagnostics/ordinal_cold_pooled.csv","SHA256","AA5695F4257129AC23A9922F92A8F128B6B4994B27AD741866295DE0CDCE6D64"
"analysis_outputs/scientific_gap_resolution_20260807/ordinal_diagnostics/ordinal_cold_summary.csv","SHA256","2FC23A404F51DAB84E5002D0427E853D92B2A0271E5F26403CF76B8C3DA39029"
"analysis_outputs/scientific_gap_resolution_20260807/ordinal_diagnostics/ordinal_diagnostics_report.md","SHA256","A77F852087A3F31D75679D0BBC9F1CEB3EF75F528F74703DF436F98E9FABB475"
"analysis_outputs/scientific_gap_resolution_20260807/ordinal_diagnostics/ordinal_warm_confusion_counts.csv","SHA256","613B7CE33A3F67471CA1EA86F998724BD8369C505CA65DC9A44CEB061D95BE81"
"analysis_outputs/scientific_gap_resolution_20260807/ordinal_diagnostics/ordinal_warm_confusion_row_normalized.csv","SHA256","EE68D399E1267FEC895DB968C5348E5AF5FDA3542D2F1CE5E7444723D16618C1"
"analysis_outputs/scientific_gap_resolution_20260807/ordinal_diagnostics/ordinal_warm_per_fold.csv","SHA256","9A6391317B0AB0A48E42C3050C3C33F7E79C09D3AC050E644CACF8F4F157AD24"
"analysis_outputs/scientific_gap_resolution_20260807/ordinal_diagnostics/ordinal_warm_pooled.csv","SHA256","E6B918B397CFC0866790E960D65809547DB698B034B8BC3B50553B125B6481D8"
"analysis_outputs/scientific_gap_resolution_20260807/ordinal_diagnostics/ordinal_warm_summary.csv","SHA256","FF706B428C40DDB631D6B9D8CB3AD116EEFC79C4A90AC10E0F4C3EA9A0B21E2E"
"analysis_outputs/scientific_gap_resolution_20260807/RARE_E2E_EXPERIMENT_PROTOCOL.md","SHA256","69AFA4396BD29CE2633C9353331BB3217EF114C2FCFA13F23B7E5C712ED0A3C4"
"analysis_outputs/scientific_gap_resolution_20260807/rare_e2e_screen/screen_paired_tests.csv","SHA256","C730CD6B4A33F3A8FC01F0563FD535FF52E8C2B656068F00BF0E9FBC8C68006F"
"analysis_outputs/scientific_gap_resolution_20260807/rare_e2e_screen/screen_per_drug.csv","SHA256","B03A591874EA20537F70B28123CA9EF081296A6559A38B7A9D276D62A6929B18"
"analysis_outputs/scientific_gap_resolution_20260807/rare_e2e_screen/screen_promotion_decision.csv","SHA256","34872B06CCC44195C109B131F3AECB063565E24BEA06A34F238C728B5080FA94"
"analysis_outputs/scientific_gap_resolution_20260807/rare_e2e_screen/screen_summary.csv","SHA256","E2E29F4C35D3C10305A8A2AC14D1FE7118FCB445B448D30EF3F22F4196A6C105"
"analysis_outputs/scientific_gap_resolution_20260807/RECENT_METHOD_REFERENCE_RATIONALE.md","SHA256","906D8396FE014004597ACFF5122CB219A6636A08EAAF8A0FBA9A394B3CFE1A3F"
"analysis_outputs/scientific_gap_resolution_20260807/scaffold_cafnet_dg/scaffold_cafnet_dg_report.md","SHA256","59B44B938427505CF8372B0BC49F5A8B0B9C4A6EC7107FD22ED65640419F343F"
"analysis_outputs/scientific_gap_resolution_20260807/scaffold_cafnet_dg/scaffold_frequency_by_fold.csv","SHA256","3F7269113DFDD5AA154EA7B05F0023395A0096CA15CE83359466FBDBDA6CADE4"
"analysis_outputs/scientific_gap_resolution_20260807/scaffold_cafnet_dg/scaffold_frequency_summary.csv","SHA256","466902AE1CDE1B01A08F37D3835EB6655652A678E642F13483E602D37F7E28C9"
"analysis_outputs/scientific_gap_resolution_20260807/scaffold_cafnet_dg/scaffold_ranking_by_fold.csv","SHA256","F395D3908E0B45821CEB66242A83F3E3AB61E3BCDBBFACACCB84684A33F0BFC7"
"analysis_outputs/scientific_gap_resolution_20260807/scaffold_cafnet_dg/scaffold_ranking_paired_tests.csv","SHA256","31059EBDD497AD67AC92585D53C64FE9070125D168A00BC232A4F5878C30C345"
"analysis_outputs/scientific_gap_resolution_20260807/scaffold_cafnet_dg/scaffold_ranking_summary.csv","SHA256","CA7756CB9C63391C276D3F98C18B13DD26CC378452DDF315A9368721EB6372C8"
"analysis_outputs/scientific_gap_resolution_20260807/scaffold_cafnet_dg/scaffold_train_test_similarity_by_drug.csv","SHA256","C80ADD0A43064BB13666EEA7DF1C080CA241D6701401EC1380BAB7993C5A280B"
"analysis_outputs/scientific_gap_resolution_20260807/scaffold_cafnet_dg/scaffold_train_test_similarity_summary.csv","SHA256","A8C65FC9A610B8E0E0BE5EB85520D7D9386638AB66595FB827C68529A29A358D"
"analysis_outputs/scientific_gap_resolution_20260807/SCIENTIFIC_GAP_STATUS.md","SHA256","7B9B6316487E0C7FFDB18AAA4B03E29291B70F3364958DB9956DE01B48BCC888"
"analysis_scripts/attribution_table_audit_20260807.py","SHA256","1537F9DB4C0BFFA9E2893ED0E4707BD79125F6B8FEF41311320314EFD8C54A29"
"analysis_scripts/compare_determinism_runs_20260807.py","SHA256","96456FCF3B83F7E6CE96403CBD8D9B7F252D01562CD4034A78F6FF4FB2DEF7CC"
"analysis_scripts/ct_ade_frequency_validation_20260807.py","SHA256","9AEF9CDEB3A4364C23E9B2CB5821762A642E019416F94B70C6069C7F90BD8773"
"analysis_scripts/ct_ade_pt_external_validation_20260807.py","SHA256","0EDA3B10EC805F12D9118C3F4816C1DF42D8617C084639A44CF9140E4C625BC0"
"analysis_scripts/determinism_launcher_20260807.py","SHA256","682232488E0F5BF2115607BB5C6770D6AA586CFB7CBB0E8F65CBE9607675A749"
"analysis_scripts/evaluate_rare_e2e_screen_20260807.py","SHA256","C7120C4BE30340CF61650DDDB76B9B101278D4DE9A2384DF3CF1E4B0B8383C9C"
"analysis_scripts/fda_aems_signal_validation_20260807.py","SHA256","DD94699A2C27B175EBCA5C462972C657F5DD2319F64ED96AF45B806D1D289A86"
"analysis_scripts/onsides_v311_high_conf_validation_20260807.py","SHA256","99FEDC11B90209292C59958493DCDC52C365CA8A156C45FECC6763EA28EA00BA"
"analysis_scripts/ordinal_diagnostics_20260807.py","SHA256","354989839319F2AF804C409F8E701EFE18AECCC976EC01A8B1E1CE1D17555537"
"analysis_scripts/scaffold_cafnet_dg_evaluation_20260807.py","SHA256","2D14B0E253283026377693823A351A779A1AFA914055F55C5128A215D26B0C72"
"analysis_scripts/scientific_gap_completion_audit_20260807.py","SHA256","DE6AFD407E1B2F174AF318D0D5B8FD2BCEDF90DFC828BB27374CC5525FF33114"
"docs/reproducibility/code_SHA256.csv","SHA256","74C27BCCC9EB555DF8ABB4D47D71DE48D906E9E7C04DFAA35ED75EAABB3769A6"
"docs/reproducibility/conda_explicit_A3.txt","SHA256","2475F34F4307EBE93319D22C66F9E7003A5558EEBF805D0C8F5F0B51043E30DE"
"docs/reproducibility/data_SHA256.csv","SHA256","6C04E7A3CB257D87E2397B2EEE2679E08779AB1D1E28AE9957FB6967E0E1A253"
"docs/reproducibility/EXECUTION_PLAN.md","SHA256","3D7D1D5F755D755A26C1CCD7255F6603783EB3CE4A1C6D8C2B16435CF1D2C9F6"
"docs/reproducibility/pip_freeze_A3.txt","SHA256","79D521ADFF661B149D203F1AB1FFE26CC6E56905801D1CBD8E19379FA2029112"
"docs/reproducibility/RARE_E2E_COMMANDS.md","SHA256","B2FFF1B8C6F8D8D5DE6E241AE88AF4795BA4E5B17F19EAC47B8CCEB7AF864D5C"
"docs/reproducibility/runtime_manifest.json","SHA256","953E1167B4207130341130A1F9F3F8D884DB71315E6DA4B4BA52E58B6FDA6C0F"
"docs/reproducibility/SCAFFOLD_CACHE_INCIDENT.md","SHA256","3C930F3616383EE662E45D930137F42BCD5E4B5411CE862C7C1C92BFDE8A0ACC"
"experiments/scientific_gap_resolution_20260807_vnext/cold-scence.py","SHA256","ACE7D30730A7E7CDA30E42DDB172B4E7E1C2B2BBED33A1C5871345B72917005C"
"experiments/scientific_gap_resolution_20260807_vnext/Net.py","SHA256","6BC97FBFBE0359364D63CC75357012F302ED2F1774521BA27BC2F5969369961C"
"experiments/scientific_gap_resolution_20260807_vnext/utils.py","SHA256","96804DF2D7CD7FCA3CB26E9387D6CCB888151CEB7F34170A369AC10C2D77E7E2"
"experiments/scientific_gap_resolution_20260807_vnext/vector.py","SHA256","6143AB2A0D01321EF44F36C2AEC7206F8CAD6EDC98CB41D254D44FFCD8D88C1B"
"experiments/scientific_gap_resolution_20260807_vnext/warm-scence.py","SHA256","AA09F06F92993570E5D30AE4EC2FABEEA624504DBAFF65C4E04E95A0D4F60D75"
